LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
EU27_2020,GDP,TOT,USD_CAP,A,2007,31098.82855,
EU27_2020,GDP,TOT,USD_CAP,A,2008,32553.21452,
EU27_2020,GDP,TOT,USD_CAP,A,2009,31852.41003,
EU27_2020,GDP,TOT,USD_CAP,A,2010,32900.83702,
EU27_2020,GDP,TOT,USD_CAP,A,2011,34428.68455,
EU27_2020,GDP,TOT,USD_CAP,A,2012,34897.82955,
EU27_2020,GDP,TOT,USD_CAP,A,2013,36044.61893,
EU27_2020,GDP,TOT,USD_CAP,A,2014,37087.03871,
EU27_2020,GDP,TOT,USD_CAP,A,2015,38247.67305,
EU27_2020,GDP,TOT,USD_CAP,A,2016,40574.51638,
EU27_2020,GDP,TOT,USD_CAP,A,2017,42684.00982,
EU27_2020,GDP,TOT,USD_CAP,A,2018,44665.78926,
EU27_2020,GDP,TOT,USD_CAP,A,2019,47441.01778,
EU27_2020,GDP,TOT,USD_CAP,A,2020,45835.61718,
EU27_2020,GDP,TOT,USD_CAP,A,2021,48900.16236,
